review_id,corpus,case_id,case_event_count,deterministic_findings,hypothesis,cited_event_ids,cited_event_count,cited_event_descriptions,cited_ids_not_cited_by_deterministic_pass,new_cited_id_count,cited_ids_absent_from_corpus_tables
R054,flaws_cloud,CASE-067,1,AWS-002 [CRITICAL] 'Level6' stopped CloudTrail trail ''. Disabling the audit trail is not a routine operational action and is consistent with an intruder removing the record of subsequent activity. (events: cloudtrail-control-226797),"Disabling audit logging is typically a preparatory step rather than an end goal, so it is likely that 'Level6' intended or performed further actions (credential access, data access, resource creation, or persistence) immediately after the stop, which would be unlogged.",cloudtrail-control-226797,1,cloudtrail-control-226797 @ 2019-06-07 11:04:25+00:00 [aws:811596193553/us-east-1 / Level6] Level6 stop cloudtrail:logging [denied] (already cited: yes),,0,
R055,flaws_cloud,CASE-143,31,"AWS-003 [HIGH] 'backup' made 247 read calls across 69 distinct services in 599s, 234 of them refused for want of authority (95%). Breadth with no permission behind it is enumeration rather than administration. The rule counts how many services were read, not which, so it cannot say whether the target was the account's service inventory or its infrastructure. (events: cloudtrail-control-1678048 cloudtrail-control-1678050 cloudtrail-control-1678058 cloudtrail-control-1678059 cloudtrail-control-1678063 cloudtrail-control-1678064 cloudtrail-control-1678068 cloudtrail-control-1678070 cloudtrail-control-1678072 cloudtrail-control-1678074 cloudtrail-control-1678075 cloudtrail-control-1678076 cloudtrail-control-1678078 cloudtrail-control-1678081 cloudtrail-control-1678087 cloudtrail-control-1678090 cloudtrail-control-1678091 cloudtrail-control-1678092 cloudtrail-control-1678097 cloudtrail-control-1678099) || AWS-004 [HIGH] 'backup' was refused authorization 229 times in 599s, across 201 distinct resource types. Refusals spread across this many kinds of object are consistent with a caller establishing what its credential can reach. A refusal says what the platform would not do; it does not say what the caller intended. (events: cloudtrail-control-1678074 cloudtrail-control-1678075 cloudtrail-control-1678076 cloudtrail-control-1678077 cloudtrail-control-1678078 cloudtrail-control-1678079 cloudtrail-control-1678080 cloudtrail-control-1678081 cloudtrail-control-1678082 cloudtrail-control-1678083 cloudtrail-control-1678084 cloudtrail-control-1678085 cloudtrail-control-1678086 cloudtrail-control-1678087 cloudtrail-control-1678088 cloudtrail-control-1678089 cloudtrail-control-1678090 cloudtrail-control-1678091 cloudtrail-control-1678092 cloudtrail-control-1678093)","The 'backup' principal is likely compromised rather than misconfigured: a legitimate backup automation would issue a narrow, repeatable set of calls against services it is provisioned for, whereas a 95% denial rate across 69 services indicates the caller did not know its own entitlements.",cloudtrail-control-1678074 cloudtrail-control-1678075 cloudtrail-control-1678076 cloudtrail-control-1678077 cloudtrail-control-1678078 cloudtrail-control-1678079 cloudtrail-control-1678080 cloudtrail-control-1678081,8,cloudtrail-control-1678074 @ 2019-11-04 01:04:44+00:00 [aws:811596193553/eu-west-1 / backup] backup list events:rule [denied] (already cited: yes) || cloudtrail-control-1678075 @ 2019-11-04 01:04:46+00:00 [aws:811596193553/eu-west-1 / backup] backup list firehose:delivery-stream [denied] (already cited: yes) || cloudtrail-control-1678076 @ 2019-11-04 01:04:48+00:00 [aws:811596193553/eu-west-1 / backup] backup list fms:member-account [denied] (already cited: yes) || cloudtrail-control-1678077 @ 2019-11-04 01:04:49+00:00 [aws:811596193553/eu-west-1 / backup] backup list fms:policy [denied] (already cited: yes) || cloudtrail-control-1678078 @ 2019-11-04 01:04:51+00:00 [aws:811596193553/eu-west-1 / backup] backup list gamelift:alias [denied] (already cited: yes) || cloudtrail-control-1678079 @ 2019-11-04 01:04:53+00:00 [aws:811596193553/eu-west-1 / backup] backup list gamelift:build [denied] (already cited: yes) || cloudtrail-control-1678080 @ 2019-11-04 01:04:54+00:00 [aws:811596193553/eu-west-1 / backup] backup list gamelift:fleet [denied] (already cited: yes) || cloudtrail-control-1678081 @ 2019-11-04 01:05:05+00:00 [aws:811596193553/eu-west-1 / backup] backup list greengrass:device-definition [denied] (already cited: yes),,0,
R056,flaws_cloud,CASE-256,32,"AWS-003 [MEDIUM] 'Level6' made 671 read calls across 21 distinct services in 550s, 196 of them refused (29%). Breadth on this scale is consistent with account enumeration, and is also exactly what inventory and compliance tooling does. The rule counts how many services were read, not which, so it cannot say whether the target was the account's service inventory or its infrastructure. (events: cloudtrail-control-1817072 cloudtrail-control-1817082 cloudtrail-control-1817085 cloudtrail-control-1817088 cloudtrail-control-1817159 cloudtrail-control-1817175 cloudtrail-control-1817217 cloudtrail-control-1817317 cloudtrail-control-1817318 cloudtrail-control-1817321 cloudtrail-control-1817323 cloudtrail-control-1817324 cloudtrail-control-1817351 cloudtrail-control-1817352 cloudtrail-control-1817356 cloudtrail-control-1817358 cloudtrail-control-1817359 cloudtrail-control-1817361 cloudtrail-control-1817365 cloudtrail-control-1817368) || AWS-004 [HIGH] 'Level6' was refused authorization 196 times in 241s, across 17 distinct resource types. Refusals spread across this many kinds of object are consistent with a caller establishing what its credential can reach. A refusal says what the platform would not do; it does not say what the caller intended. (events: cloudtrail-control-1817217 cloudtrail-control-1817246 cloudtrail-control-1817318 cloudtrail-control-1817322 cloudtrail-control-1817358 cloudtrail-control-1817365 cloudtrail-control-1817368 cloudtrail-control-1817369 cloudtrail-control-1817371 cloudtrail-control-1817372 cloudtrail-control-1817373 cloudtrail-control-1817374 cloudtrail-control-1817375 cloudtrail-control-1817376 cloudtrail-control-1817377 cloudtrail-control-1817378 cloudtrail-control-1817466)","The specific attribute set pulled per bucket (policy, ACL, public-access-block, encryption, logging, versioning) is the exact checklist used by open-source cloud posture scanners such as ScoutSuite, Prowler or CloudMapper; combined with the account-level s3:account-public-access-block, cloudtrail:trail, config:config-rule, config:configuration-recorder-status and monitoring:alarm reads, the run is better explained as a security-audit tool sweep than as targeted adversary reconnaissance.",cloudtrail-control-1817217 cloudtrail-control-1817317 cloudtrail-control-1817318 cloudtrail-control-1817322 cloudtrail-control-1817321 cloudtrail-control-1817369 cloudtrail-control-1817373 cloudtrail-control-1817374 cloudtrail-control-1817376 cloudtrail-control-1817377 cloudtrail-control-1817378,11,cloudtrail-control-1817217 @ 2020-09-21 04:00:07+00:00 [aws:811596193553/us-east-1 / Level6] Level6 get s3:account-public-access-block [denied] (already cited: yes) || cloudtrail-control-1817317 @ 2020-09-21 04:00:40+00:00 [aws:811596193553/us-west-2 / Level6] Level6 describe cloudtrail:trail [allowed] (already cited: yes) || cloudtrail-control-1817318 @ 2020-09-21 04:00:40+00:00 [aws:811596193553/us-west-2 / Level6] Level6 describe config:config-rule [denied] (already cited: yes) || cloudtrail-control-1817322 @ 2020-09-21 04:00:40+00:00 [aws:811596193553/us-west-2 / Level6] Level6 describe config:configuration-recorder [denied] (already cited: yes) || cloudtrail-control-1817321 @ 2020-09-21 04:00:40+00:00 [aws:811596193553/us-west-2 / Level6] Level6 describe monitoring:alarm [allowed] (already cited: yes) || cloudtrail-control-1817369 @ 2020-09-21 04:00:44+00:00 [aws:811596193553/us-west-2 / Level6] Level6 describe config:configuration-recorder-status [denied] (already cited: yes) || cloudtrail-control-1817373 @ 2020-09-21 04:00:45+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-policy (b5677c799b465420d8e7b0a6689a0bb0c4afbc9e.flaws.cloud) [denied] (already cited: yes) || cloudtrail-control-1817374 @ 2020-09-21 04:00:45+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-public-access-block (b5677c799b465420d8e7b0a6689a0bb0c4afbc9e.flaws.cloud) [denied] (already cited: yes) || cloudtrail-control-1817376 @ 2020-09-21 04:00:45+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-logging (b5677c799b465420d8e7b0a6689a0bb0c4afbc9e.flaws.cloud) [denied] (already cited: yes) || cloudtrail-control-1817377 @ 2020-09-21 04:00:45+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-acl (b5677c799b465420d8e7b0a6689a0bb0c4afbc9e.flaws.cloud) [denied] (already cited: yes) || cloudtrail-control-1817378 @ 2020-09-21 04:00:45+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-encryption (b5677c799b465420d8e7b0a6689a0bb0c4afbc9e.flaws.cloud) [denied] (already cited: yes),,0,
R057,flaws_cloud,CASE-205,15,"AWS-003 [MEDIUM] 'Level6' made 563 read calls across 14 distinct services in 463s, 38 of them refused (7%). Breadth on this scale is consistent with account enumeration, and is also exactly what inventory and compliance tooling does. The rule counts how many services were read, not which, so it cannot say whether the target was the account's service inventory or its infrastructure. (events: cloudtrail-control-1760284 cloudtrail-control-1760328 cloudtrail-control-1760344 cloudtrail-control-1760376 cloudtrail-control-1760408 cloudtrail-control-1760425 cloudtrail-control-1760518 cloudtrail-control-1760534 cloudtrail-control-1760582 cloudtrail-control-1760662 cloudtrail-control-1760663 cloudtrail-control-1760664 cloudtrail-control-1760670 cloudtrail-control-1760846) || AWS-004 [MEDIUM] 'Level6' was refused authorization 38 times in 5s, across 3 distinct resource types. Concentrated on so few kinds of object, this is equally the shape of an application missing one permission and retrying. A refusal says what the platform would not do; it does not say what the caller intended. (events: cloudtrail-control-1760664 cloudtrail-control-1760670 cloudtrail-control-1760671)","The 5285 failed authentications attributed to 'Level6' occurred on us-east-1/us-west-2, which are disjoint from the ap-south-1/ap-southeast-2 regions of the discovery burst; if the authentication failures precede the burst, this would suggest credential-guessing followed by successful use of the account, but the provided claims contain no timestamps for the logon events and therefore no ordering can be established.",cloudtrail-logon-000144 cloudtrail-logon-000145 cloudtrail-logon-000146 cloudtrail-control-1760284,4,cloudtrail-logon-000144 @ 2017-02-28 07:58:45+00:00 [aws:811596193553/us-east-1 / Level6] success logon [Unknown] from 137.53.124.9 (already cited: no) || cloudtrail-logon-000145 @ 2017-02-28 08:01:21+00:00 [aws:811596193553/us-east-1 / Level6] failure logon [Unknown] from 137.53.124.9 reason=User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: sts:AssumeRole on resource: arn:aws:iam::811596193553:role/service-role/Level6 (already cited: no) || cloudtrail-logon-000146 @ 2017-02-28 08:01:50+00:00 [aws:811596193553/us-east-1 / Level6] failure logon [Unknown] from 137.53.124.9 reason=User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: sts:AssumeRole on resource: arn:aws:iam::811596193553:role/service-role/Level6 (already cited: no) || cloudtrail-control-1760284 @ 2020-06-01 19:28:15+00:00 [aws:811596193553/ap-southeast-2 / Level6] Level6 describe ec2:network-interface [allowed] (already cited: yes),cloudtrail-logon-000144 cloudtrail-logon-000145 cloudtrail-logon-000146,3,
R058,flaws_cloud,CASE-018,10,"AWS-003 [HIGH] 'backup' made 35 read calls across 10 distinct services in 53s, 21 of them refused for want of authority (60%). Breadth with no permission behind it is enumeration rather than administration. The rule counts how many services were read, not which, so it cannot say whether the target was the account's service inventory or its infrastructure. (events: cloudtrail-control-110341 cloudtrail-control-110344 cloudtrail-control-110347 cloudtrail-control-110350 cloudtrail-control-110351 cloudtrail-control-110352 cloudtrail-control-110353 cloudtrail-control-110355 cloudtrail-control-110356 cloudtrail-control-110357)","The 'backup' identity is active in both us-east-1 and us-west-2, but this case's discovery burst is confined to us-east-1; a parallel or subsequent enumeration burst in us-west-2 is plausible and the absence of one in the current case may reflect rule/region scoping rather than actor restraint.",cloudtrail-logon-000120 cloudtrail-logon-079340 cloudtrail-control-110341,3,cloudtrail-logon-000120 @ 2017-02-27 16:58:36+00:00 [aws:811596193553/us-east-1 / backup] success logon [Unknown] from 0.229.250.9 (already cited: no) || cloudtrail-logon-079340 @ 2020-10-06 15:12:58+00:00 [aws:811596193553/us-east-1 / backup] success logon [Unknown] from 0.0.58.4 (already cited: no) || cloudtrail-control-110341 @ 2018-08-02 07:04:50+00:00 [aws:811596193553/us-east-1 / backup] backup get iam:account-summary [denied] (already cited: yes),cloudtrail-logon-000120 cloudtrail-logon-079340,2,
R059,flaws_cloud,CASE-143,31,"AWS-003 [HIGH] 'backup' made 247 read calls across 69 distinct services in 599s, 234 of them refused for want of authority (95%). Breadth with no permission behind it is enumeration rather than administration. The rule counts how many services were read, not which, so it cannot say whether the target was the account's service inventory or its infrastructure. (events: cloudtrail-control-1678048 cloudtrail-control-1678050 cloudtrail-control-1678058 cloudtrail-control-1678059 cloudtrail-control-1678063 cloudtrail-control-1678064 cloudtrail-control-1678068 cloudtrail-control-1678070 cloudtrail-control-1678072 cloudtrail-control-1678074 cloudtrail-control-1678075 cloudtrail-control-1678076 cloudtrail-control-1678078 cloudtrail-control-1678081 cloudtrail-control-1678087 cloudtrail-control-1678090 cloudtrail-control-1678091 cloudtrail-control-1678092 cloudtrail-control-1678097 cloudtrail-control-1678099) || AWS-004 [HIGH] 'backup' was refused authorization 229 times in 599s, across 201 distinct resource types. Refusals spread across this many kinds of object are consistent with a caller establishing what its credential can reach. A refusal says what the platform would not do; it does not say what the caller intended. (events: cloudtrail-control-1678074 cloudtrail-control-1678075 cloudtrail-control-1678076 cloudtrail-control-1678077 cloudtrail-control-1678078 cloudtrail-control-1678079 cloudtrail-control-1678080 cloudtrail-control-1678081 cloudtrail-control-1678082 cloudtrail-control-1678083 cloudtrail-control-1678084 cloudtrail-control-1678085 cloudtrail-control-1678086 cloudtrail-control-1678087 cloudtrail-control-1678088 cloudtrail-control-1678089 cloudtrail-control-1678090 cloudtrail-control-1678091 cloudtrail-control-1678092 cloudtrail-control-1678093)","If the 'backup' identity is a service account with a long-lived access key, the most likely origin is credential compromise followed by permission mapping; investigators should pull the source IP, user agent, and access key ID for these events and compare them against the identity's historical baseline, since a legitimate scheduled backup job would show a stable, narrow call profile.",cloudtrail-control-1678048 cloudtrail-control-1678064 cloudtrail-control-1678087 cloudtrail-control-1678090 cloudtrail-control-1678099,5,cloudtrail-control-1678048 @ 2019-11-04 01:04:11+00:00 [aws:811596193553/eu-west-1 / backup] backup list codestar:project [denied] (already cited: yes) || cloudtrail-control-1678064 @ 2019-11-04 01:04:32+00:00 [aws:811596193553/eu-west-1 / backup] backup list dynamodb:table [denied] (already cited: yes) || cloudtrail-control-1678087 @ 2019-11-04 01:05:07+00:00 [aws:811596193553/eu-west-1 / backup] backup get guardduty:invitations-count [denied] (already cited: yes) || cloudtrail-control-1678090 @ 2019-11-04 01:05:12+00:00 [aws:811596193553/eu-west-1 / backup] backup list kafka:cluster [denied] (already cited: yes) || cloudtrail-control-1678099 @ 2019-11-04 01:05:26+00:00 [aws:811596193553/eu-west-1 / backup] backup list kinesisanalytics:application [denied] (already cited: yes),,0,
R060,synthetic:INC-004,CASE-001,6,ATH-012 [CRITICAL] 3 distinct security-control change(s) on PC03 by 'achen': Defender real-time monitoring disabled; a Defender scanning exclusion was added; a security product process was terminated. A single change is often administrative; several in one window is the shape of an attacker clearing the way for what comes next. (events: evt-000901 evt-000905 evt-000909) || ATH-011 [CRITICAL] 3 distinct recovery control(s) were destroyed on PC03 by 'achen': Windows backup catalog deleted; boot-time recovery disabled; volume shadow copies deleted. Destroying recovery paths removes the ability to roll back and commonly immediately precedes encryption. (events: evt-000922 evt-000925 evt-000927),"The achen account is likely being operated by an adversary (via credential theft, session hijack, or an implant running in the user context) rather than by the legitimate user, since disabling protection and deleting shadow copies from an interactive cmd.exe session has no ordinary business justification for a standard user.",evt-000901 evt-000922,2,evt-000901 @ 2026-08-17 11:12:00+00:00 [PC03 / achen] cmd.exe -> powershell.exe | powershell.exe -nop -w hidden Set-MpPreference -DisableRealtimeMonitoring $true (already cited: yes) || evt-000922 @ 2026-08-17 11:14:30+00:00 [PC03 / achen] cmd.exe -> vssadmin.exe | vssadmin.exe delete shadows /all /quiet (already cited: yes),,0,
R061,synthetic:INC-001,CASE-001,31,"ATH-009 [MEDIUM] Outlook launched WINWORD.EXE to open a document in a macro-capable format. This is consistent with a malicious attachment being opened, independent of whether any embedded macro subsequently ran. (events: evt-000355) || ATH-001 [HIGH] WINWORD.EXE started powershell.exe. Office applications have no routine need to launch script interpreters; this parent/child relationship is consistent with macro-based code execution from a document. (events: evt-000357) || ATH-002 [HIGH] PowerShell ran a base64-encoded command. The decoded payload retrieves and executes remote content, which is consistent with a first-stage downloader. Evasion flags observed: hidden window, no profile. (events: evt-000357) || ATH-003 [HIGH] powershell.exe made 7 outbound connection(s) to the external address 185.220.101.47 on port(s) 80, 443. Script interpreters do not normally initiate direct internet connections; this may indicate payload retrieval or command-and-control. The connection to port 80 indicates cleartext HTTP, which is commonly used to retrieve a second-stage script. (events: evt-000358 evt-000362 evt-000380 evt-000399 evt-000421 evt-000454 evt-000486) || ATH-010 [MEDIUM] 3 distinct discovery commands (net.exe, nltest.exe, whoami.exe) ran from the same parent process (PID 6612) within 34s, consistent with systematic reconnaissance of the local environment and domain. (events: evt-000367 evt-000370 evt-000374) || ATH-004 [CRITICAL] Command line matched credential-access indicators (comsvcs.dll MiniDump, explicit lsass reference, rundll32 MiniDump export). This may indicate an attempt to extract credential material from LSASS memory, which would enable authentication as other users. Requires immediate verification against the account's expected activity. (events: evt-000381) || ATH-005 [CRITICAL] 14 failed logons for 'svc_backup' on FS02 from 10.10.20.15 within 143s. A successful logon followed at 09:33:47, 204s after the last failure. This may indicate the credential was successfully guessed and the account is now compromised. (events: evt-000419 evt-000422 evt-000425 evt-000427 evt-000429 evt-000431 evt-000432 evt-000433 evt-000437 evt-000438 evt-000439 evt-000440 evt-000442 evt-000444 evt-000457) || ATH-006 [HIGH] Account 'svc_backup' authenticated to FS02 from PC01, but has no interactive session on PC01 (observed owner(s): jdoe). Credential use originating from a host the account does not operate on is consistent with lateral movement using stolen credentials, though legitimate alternate-credential workflows produce the same pattern. (events: evt-000457) || ATH-007 [HIGH] The Service Control Manager started an interactive command interpreter. This pattern is consistent with remote command execution via a temporary service. Command output is redirected to the administrative share '\\127.0.0.1\ADMIN$', which is characteristic of remote execution frameworks collecting results over SMB. (events: evt-000461) || ATH-008 [HIGH] An archive utility was invoked and the source path uses a wildcard, implying bulk collection and the destination is a shared staging directory. This is consistent with staging data prior to exfiltration, but does not by itself show that any data left the network. (events: evt-000469) || ATH-003 [MEDIUM] powershell.exe made 1 outbound connection(s) to the external address 185.220.101.47 on port(s) 443. Script interpreters do not normally initiate direct internet connections; this may indicate payload retrieval or command-and-control. (events: evt-000481)",The credentials for 'svc_backup' may have been obtained from memory on PC01. This is unverified: no telemetry links the credential-access activity to this specific account.,,0,,,0,
R062,attack_data_aws,CASE-002,5,"AWS-004 [HIGH] 'cloudmapper' was refused authorization 37 times in 284s, across 5 distinct resource types. Refusals spread across this many kinds of object are consistent with a caller establishing what its credential can reach. A refusal says what the platform would not do; it does not say what the caller intended. (events: cloudtrail-control-001224 cloudtrail-control-001222 cloudtrail-control-001220 cloudtrail-control-001219 cloudtrail-control-001204)","The account name 'cloudmapper' matches the well-known open-source AWS auditing tool CloudMapper, whose collection phase enumerates many resource types and predictably generates dense AccessDenied bursts when the role is under-privileged; this case may therefore be sanctioned security tooling rather than adversary discovery. Confirming or excluding this requires checking whether the principal is an approved audit role and whether the run was scheduled.",cloudtrail-control-001204 cloudtrail-control-001224,2,cloudtrail-control-001204 @ 2021-04-13 13:35:10+00:00 [aws:731544447609/eu-north-1 / cloudmapper] cloudmapper get glue:trigger [denied] (already cited: yes) || cloudtrail-control-001224 @ 2021-04-13 13:30:36+00:00 [aws:731544447609/us-east-1 / cloudmapper] cloudmapper list kms:key-policy [denied] (already cited: yes),,0,
R063,flaws_cloud,CASE-067,1,AWS-002 [CRITICAL] 'Level6' stopped CloudTrail trail ''. Disabling the audit trail is not a routine operational action and is consistent with an intruder removing the record of subsequent activity. (events: cloudtrail-control-226797),"The very high volume of failed authentications for 'Level6' is consistent with credential brute-forcing/password-spraying or repeated token replay against the account, and the 61 successes represent the subset where valid credentials were obtained; the CloudTrail stop at 2019-06-07T11:04:25Z would then be post-compromise defense evasion following that access.",cloudtrail-logon-000144 cloudtrail-logon-000146 cloudtrail-control-226797,3,cloudtrail-logon-000144 @ 2017-02-28 07:58:45+00:00 [aws:811596193553/us-east-1 / Level6] success logon [Unknown] from 137.53.124.9 (already cited: no) || cloudtrail-logon-000146 @ 2017-02-28 08:01:50+00:00 [aws:811596193553/us-east-1 / Level6] failure logon [Unknown] from 137.53.124.9 reason=User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: sts:AssumeRole on resource: arn:aws:iam::811596193553:role/service-role/Level6 (already cited: no) || cloudtrail-control-226797 @ 2019-06-07 11:04:25+00:00 [aws:811596193553/us-east-1 / Level6] Level6 stop cloudtrail:logging [denied] (already cited: yes),cloudtrail-logon-000144 cloudtrail-logon-000146,2,
R064,flaws_cloud,CASE-066,1,AWS-002 [CRITICAL] 'Level6' stopped CloudTrail trail ''. Disabling the audit trail is not a routine operational action and is consistent with an intruder removing the record of subsequent activity. (events: cloudtrail-control-226796),"The sequence is most consistent with credential-access-then-defense-evasion: sustained guessing produced at least one valid session, and the operator's first high-value action with that session was to stop the audit trail (T1685) to blind follow-on activity such as privilege escalation, persistence, or data access.",cloudtrail-control-226796 cloudtrail-logon-018192 cloudtrail-logon-045001,3,cloudtrail-control-226796 @ 2019-06-07 11:04:25+00:00 [aws:811596193553/us-east-1 / Level6] Level6 stop cloudtrail:logging [denied] (already cited: yes) || cloudtrail-logon-018192 @ 2018-02-24 12:49:58+00:00 [aws:811596193553/us-east-1 / Level6] failure logon [Unknown] from 245.181.7.4 reason=User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: sts:AssumeRole on resource: arn:aws:iam::811596193553:role/service-role/Level6 (already cited: no) || cloudtrail-logon-045001 @ 2019-03-07 20:33:16+00:00 [aws:811596193553/us-east-1 / Level6] failure logon [Unknown] from 2.231.90.242 reason=Not authorized to perform sts:AssumeRole (already cited: no),cloudtrail-logon-018192 cloudtrail-logon-045001,2,
R065,flaws_cloud,CASE-113,5,"AWS-004 [HIGH] 'Level6' was refused authorization 918 times in 598s, across 5 distinct resource types. Refusals spread across this many kinds of object are consistent with a caller establishing what its credential can reach. A refusal says what the platform would not do; it does not say what the caller intended. (events: cloudtrail-control-323923 cloudtrail-control-323928 cloudtrail-control-323933 cloudtrail-control-323942 cloudtrail-control-323974)","The denial burst is the discovery stage of an attacker-controlled credential obtained earlier; the absence of resolved source addresses on any 'Level6' authentication event would be consistent with access via an anonymising or non-attributable network path, but source attribution is currently unavailable and cannot confirm this.",cloudtrail-logon-000144 cloudtrail-logon-000145 cloudtrail-control-323923 cloudtrail-control-323928,4,cloudtrail-logon-000144 @ 2017-02-28 07:58:45+00:00 [aws:811596193553/us-east-1 / Level6] success logon [Unknown] from 137.53.124.9 (already cited: no) || cloudtrail-logon-000145 @ 2017-02-28 08:01:21+00:00 [aws:811596193553/us-east-1 / Level6] failure logon [Unknown] from 137.53.124.9 reason=User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: sts:AssumeRole on resource: arn:aws:iam::811596193553:role/service-role/Level6 (already cited: no) || cloudtrail-control-323923 @ 2019-08-21 07:41:21+00:00 [aws:811596193553/us-east-1 / Level6] Level6 create iam:access-key (Level6) -> Level6 [denied] (already cited: yes) || cloudtrail-control-323928 @ 2019-08-21 07:41:22+00:00 [aws:811596193553/us-east-1 / Level6] Level6 create iam:user [denied] (already cited: yes),cloudtrail-logon-000144 cloudtrail-logon-000145,2,
R066,comiset,CASE-002,1,ATH-012 [HIGH] 1 distinct security-control change(s) on desktop-4pvps6e by 'system': a security service was stopped. A single change is often administrative; several in one window is the shape of an attacker clearing the way for what comes next. (events: comiset_slice.jsonl:4bdb0f0e83e0a62d3ca40b33ef0d892801fd4d3b),"An alternative reading of the same sc.exe execution is service creation for persistence rather than service disablement; the two are indistinguishable without the process command line, so the ATH-012 technique mapping should be treated as provisional until arguments are recovered.",comiset_slice.jsonl:4bdb0f0e83e0a62d3ca40b33ef0d892801fd4d3b,1,comiset_slice.jsonl:4bdb0f0e83e0a62d3ca40b33ef0d892801fd4d3b @ 2022-11-19 19:12:55.683000+00:00 [desktop-4pvps6e / system] cmd.exe -> sc.exe | sc stop windefend (already cited: yes),,0,
R067,flaws_cloud,CASE-205,15,"AWS-003 [MEDIUM] 'Level6' made 563 read calls across 14 distinct services in 463s, 38 of them refused (7%). Breadth on this scale is consistent with account enumeration, and is also exactly what inventory and compliance tooling does. The rule counts how many services were read, not which, so it cannot say whether the target was the account's service inventory or its infrastructure. (events: cloudtrail-control-1760284 cloudtrail-control-1760328 cloudtrail-control-1760344 cloudtrail-control-1760376 cloudtrail-control-1760408 cloudtrail-control-1760425 cloudtrail-control-1760518 cloudtrail-control-1760534 cloudtrail-control-1760582 cloudtrail-control-1760662 cloudtrail-control-1760663 cloudtrail-control-1760664 cloudtrail-control-1760670 cloudtrail-control-1760846) || AWS-004 [MEDIUM] 'Level6' was refused authorization 38 times in 5s, across 3 distinct resource types. Concentrated on so few kinds of object, this is equally the shape of an application missing one permission and retrying. A refusal says what the platform would not do; it does not say what the caller intended. (events: cloudtrail-control-1760664 cloudtrail-control-1760670 cloudtrail-control-1760671)","The combination of broad read coverage (14 services) with denials concentrated on only 3 resource types is more consistent with a permission-boundary probe by a caller mapping what its credential can reach than with a compliance scanner, since an inventory tool is normally provisioned with the read permissions it needs and would not fail on a narrow, repeated set of object kinds.",cloudtrail-control-1760664 cloudtrail-control-1760670 cloudtrail-control-1760671,3,cloudtrail-control-1760664 @ 2020-06-01 19:29:15+00:00 [aws:811596193553/ap-south-1 / Level6] Level6 list ses:identity [denied] (already cited: yes) || cloudtrail-control-1760670 @ 2020-06-01 19:29:17+00:00 [aws:811596193553/ap-south-1 / Level6] Level6 list sns:topic [denied] (already cited: yes) || cloudtrail-control-1760671 @ 2020-06-01 19:29:17+00:00 [aws:811596193553/ap-south-1 / Level6] Level6 list sns:subscription [denied] (already cited: yes),,0,
R068,synthetic:INC-005,CASE-001,2,"K8S-001 [HIGH] 'system:serviceaccount:ci:ci-deployer' created clusterrolebindings 'ci-runner-escalation', granting the maximally-privileged role 'cluster-admin' to 'system:serviceaccount:ci:ci-runner'. Very few legitimate workloads need this level of access, and the grantor is not a superuser, so this grant confers standing the grantor did not itself hold; it is worth review even when the grantor is an ordinary administrative account. (events: k8s-control-000003) || K8S-002 [CRITICAL] 'system:serviceaccount:ci:ci-runner' was granted the 'cluster-admin' role 149s before exec'ing into pod 'web-1' (namespace 'prod'). A freshly-escalated identity acting on that escalation shortly after receiving it is consistent with the grant being used for exploration or post-exploitation access rather than left dormant. (events: k8s-control-000003 k8s-control-000004)","The ci-deployer service account credential was likely abused by an attacker (e.g., via a compromised CI pipeline, leaked token, or malicious pipeline job) rather than acting on legitimate operator intent, since a deliberate operator grant of cluster-admin would normally be accompanied by a change-management artifact and would not be exercised within seconds.",k8s-control-000003 k8s-control-000004,2,k8s-control-000003 @ 2026-08-17 09:20:00.040000+00:00 [k8s:test-cluster / system:serviceaccount:ci:ci-runner] system:serviceaccount:ci:ci-deployer create clusterrolebindings (ci-runner-escalation) -> system:serviceaccount:ci:ci-runner [allowed] (already cited: yes) || k8s-control-000004 @ 2026-08-17 09:22:30.015000+00:00 [k8s:test-cluster / system:serviceaccount:ci:ci-runner] system:serviceaccount:ci:ci-runner exec pods/exec (web-1) [allowed] (already cited: yes),,0,
